Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA E (L/s)
2022-02-26 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.2,87.0,4.0,58.63
2022-02-26 06:00:00,1.0,6.123233995736766e-17,0.0,7.5,89.0,3.0,75.955
2022-02-26 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.3,94.0,2.0,105.13
2022-02-26 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.5,89.0,1.0,106.0125
2022-02-26 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.6,86.0,2.0,102.06
2022-02-26 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.3,83.0,2.0,94.3075
2022-02-26 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.0,87.0,3.0,89.6475
2022-02-26 12:00:00,1.2246467991473532e-16,-1.0,0.0,11.1,78.0,2.0,89.4925
2022-02-26 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.3,74.0,2.0,92.05
2022-02-26 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,12.9,74.0,2.0,87.14
2022-02-26 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,14.6,70.0,2.0,83.0175
2022-02-26 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,13.0,73.0,3.0,82.8175
2022-02-26 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,13.9,64.0,2.0,81.455
2022-02-26 18:00:00,-1.0,-1.8369701987210297e-16,0.0,12.7,53.0,3.0,86.31
2022-02-26 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,12.2,66.0,2.0,91.2125
2022-02-26 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.3,81.0,2.0,91.56
2022-02-26 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.8,78.0,2.0,84.57
2022-02-26 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,10.1,76.0,3.0,76.4075
2022-02-26 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.4,78.0,3.0,68.895
2022-02-27 00:00:00,0.0,1.0,0.0,9.0,78.0,1.0,62.6125
2022-02-27 01:00:00,0.25881904510252074,0.9659258262890683,0.0,9.2,77.0,2.0,57.2525
2022-02-27 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.3,81.0,2.0,54.9075
2022-02-27 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.8,81.0,4.0,54.6275
2022-02-27 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.8,87.0,4.0,54.525
2022-02-27 05:00:00,0.9659258262890683,0.25881904510252074,0.0,14.7,70.0,10.0,57.375
2022-02-27 06:00:00,1.0,6.123233995736766e-17,0.0,16.1,43.0,12.0,64.5875
2022-02-27 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,16.2,44.0,25.0,84.55
2022-02-27 08:00:00,0.8660254037844387,-0.4999999999999998,0.1,15.1,48.0,35.0,103.73
2022-02-27 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,15.7,48.0,39.0,113.165
2022-02-27 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,14.9,52.0,46.0,106.3675
2022-02-27 11:00:00,0.258819045102521,-0.9659258262890682,0.0,14.0,55.0,58.0,98.9575
2022-02-27 12:00:00,1.2246467991473532e-16,-1.0,0.0,13.5,55.0,69.0,95.6175
2022-02-27 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,14.6,51.0,65.0,94.9075
2022-02-27 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,14.2,51.0,60.0,89.3225
2022-02-27 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,14.3,48.0,55.0,82.6625
2022-02-27 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,14.1,45.0,57.0,82.79
2022-02-27 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,13.6,44.0,64.0,81.1875
2022-02-27 18:00:00,-1.0,-1.8369701987210297e-16,0.0,13.1,44.0,59.0,87.435
2022-02-27 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,12.6,44.0,54.0,90.94
2022-02-27 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,12.5,43.0,48.0,88.3675
2022-02-27 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,11.7,45.0,49.0,81.595
2022-02-27 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,11.2,48.0,30.0,75.1525
2022-02-27 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,10.2,50.0,26.0,68.585
2022-02-28 00:00:00,0.0,1.0,0.0,9.7,50.0,24.0,62.83
2022-02-28 01:00:00,0.25881904510252074,0.9659258262890683,0.0,9.1,52.0,20.0,57.6725
2022-02-28 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.9,49.0,22.0,55.845
2022-02-28 03:00:00,0.7071067811865476,0.7071067811865476,0.0,8.4,53.0,22.0,55.425
2022-02-28 04:00:00,0.8660254037844386,0.5000000000000001,0.0,8.6,51.0,14.0,54.8025
2022-02-28 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.4,50.0,13.0,56.09
2022-02-28 06:00:00,1.0,6.123233995736766e-17,0.0,8.0,54.0,21.0,61.6625
2022-02-28 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.9,56.0,46.0,77.1125
2022-02-28 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.0,55.0,56.0,95.5425
2022-02-28 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.5,53.0,54.0,109.99
2022-02-28 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.8,46.0,46.0,111.8725
2022-02-28 11:00:00,0.258819045102521,-0.9659258262890682,0.0,10.4,43.0,39.0,103.87
2022-02-28 12:00:00,1.2246467991473532e-16,-1.0,0.0,11.2,38.0,42.0,99.01
2022-02-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.8,40.0,37.0,92.155
2022-02-28 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,12.6,36.0,33.0,87.67
2022-02-28 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,13.0,37.0,35.0,81.8075
2022-02-28 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,13.4,36.0,33.0,81.435
2022-02-28 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,13.1,38.0,31.0,85.4075
2022-02-28 18:00:00,-1.0,-1.8369701987210297e-16,0.0,12.4,39.0,32.0,91.255
2022-02-28 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,11.9,39.0,30.0,96.4325
2022-02-28 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,11.4,41.0,28.0,95.99
2022-02-28 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,10.8,43.0,12.0,84.0525
2022-02-28 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,10.5,44.0,11.0,75.4725
2022-02-28 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,10.5,43.0,6.0,68.57
2022-03-01 00:00:00,0.0,1.0,0.0,10.4,42.0,9.0,60.7325
2022-03-01 01:00:00,0.25881904510252074,0.9659258262890683,0.0,10.1,43.0,13.0,56.6025
2022-03-01 02:00:00,0.49999999999999994,0.8660254037844387,0.0,9.7,42.0,9.0,54.405
2022-03-01 03:00:00,0.7071067811865476,0.7071067811865476,0.0,9.4,45.0,12.0,54.3775
2022-03-01 04:00:00,0.8660254037844386,0.5000000000000001,0.0,9.5,43.0,13.0,55.025
2022-03-01 05:00:00,0.9659258262890683,0.25881904510252074,0.0,9.4,47.0,13.0,58.565
2022-03-01 06:00:00,1.0,6.123233995736766e-17,0.0,10.1,40.0,18.0,76.4075
2022-03-01 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,9.8,40.0,14.0,107.695
2022-03-01 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,11.7,31.0,7.0,104.9675
2022-03-01 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,12.3,30.0,12.0,99.9225
2022-03-01 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,14.1,23.0,15.0,94.7725
2022-03-01 11:00:00,0.258819045102521,-0.9659258262890682,0.0,15.4,22.0,13.0,92.3
2022-03-01 12:00:00,1.2246467991473532e-16,-1.0,0.0,15.7,28.0,14.0,90.83
2022-03-01 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,16.8,26.0,22.0,92.1575
2022-03-01 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,16.2,30.0,16.0,87.3575
2022-03-01 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,16.7,30.0,25.0,81.5425
2022-03-01 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,16.1,35.0,26.0,80.6525
2022-03-01 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,16.6,30.0,23.0,82.1275
2022-03-01 18:00:00,-1.0,-1.8369701987210297e-16,0.0,15.9,32.0,22.0,88.5825
2022-03-01 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,14.5,38.0,15.0,94.15
2022-03-01 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,13.8,39.0,9.0,95.075
2022-03-01 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,13.5,39.0,9.0,86.4025
2022-03-01 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,12.9,40.0,8.0,75.2925
2022-03-01 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,12.3,42.0,9.0,69.0625
2022-03-02 00:00:00,0.0,1.0,0.0,11.3,47.0,15.0,60.89
2022-03-02 01:00:00,0.25881904510252074,0.9659258262890683,0.0,11.2,46.0,12.0,55.9125
2022-03-02 02:00:00,0.49999999999999994,0.8660254037844387,0.0,11.0,47.0,12.0,54.1575
2022-03-02 03:00:00,0.7071067811865476,0.7071067811865476,0.0,10.7,48.0,16.0,54.145
2022-03-02 04:00:00,0.8660254037844386,0.5000000000000001,0.0,11.1,47.0,17.0,54.9275
2022-03-02 05:00:00,0.9659258262890683,0.25881904510252074,0.0,10.3,53.0,32.0,57.8775
2022-03-02 06:00:00,1.0,6.123233995736766e-17,0.0,10.1,54.0,40.0,74.83
2022-03-02 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,10.0,52.0,30.0,107.07
2022-03-02 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,10.5,49.0,25.0,108.62
2022-03-02 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,11.7,42.0,24.0,100.3525
2022-03-02 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,13.1,39.0,21.0,92.4825
2022-03-02 11:00:00,0.258819045102521,-0.9659258262890682,0.0,13.4,39.0,17.0,88.46
2022-03-02 12:00:00,1.2246467991473532e-16,-1.0,0.0,11.5,58.0,12.0,90.8775
2022-03-02 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.8,55.0,17.0,89.975
2022-03-02 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,11.5,50.0,9.0,87.27
2022-03-02 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,11.2,55.0,8.0,81.795
2022-03-02 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,11.6,56.0,4.0,80.7
2022-03-02 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,13.0,44.0,2.0,81.6875
2022-03-02 18:00:00,-1.0,-1.8369701987210297e-16,0.0,11.5,47.0,2.0,88.2775
2022-03-02 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,11.6,47.0,4.0,94.7625
2022-03-02 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.4,61.0,3.0,95.6075
2022-03-02 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,10.0,54.0,4.0,87.325
2022-03-02 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.2,59.0,4.0,75.405
2022-03-02 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.4,64.0,3.0,68.895
2022-03-03 00:00:00,0.0,1.0,0.0,8.0,64.0,3.0,61.14
2022-03-03 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.6,66.0,3.0,56.4225
2022-03-03 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.1,66.0,4.0,54.455
2022-03-03 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.6,66.0,3.0,54.0275
2022-03-03 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.5,67.0,3.0,54.4775
2022-03-03 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.3,68.0,3.0,58.4525
2022-03-03 06:00:00,1.0,6.123233995736766e-17,0.0,6.2,67.0,3.0,75.8475
2022-03-03 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.7,72.0,3.0,107.4525
2022-03-03 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.7,65.0,3.0,106.8475
2022-03-03 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.6,60.0,2.0,99.705
2022-03-03 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.9,66.0,5.0,92.98
2022-03-03 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.9,70.0,6.0,88.4025
2022-03-03 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.5,69.0,6.0,87.075
2022-03-03 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.7,62.0,5.0,90.2675
2022-03-03 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.5,63.0,5.0,86.79
2022-03-03 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.2,76.0,6.0,81.9725
2022-03-03 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,12.6,60.0,3.0,80.6
2022-03-03 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,10.9,60.0,2.0,83.1075
2022-03-03 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.7,59.0,3.0,89.17
2022-03-03 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,10.4,68.0,2.0,95.66
2022-03-03 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.7,78.0,3.0,96.495
2022-03-03 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.0,72.0,2.0,85.63
2022-03-03 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.0,65.0,2.0,76.845
2022-03-03 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.1,60.0,3.0,69.985
2022-03-04 00:00:00,0.0,1.0,0.0,8.9,77.0,3.0,61.0675
2022-03-04 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.5,70.0,4.0,56.725
2022-03-04 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.2,72.0,3.0,55.235
2022-03-04 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.9,67.0,3.0,55.2025
2022-03-04 04:00:00,0.8660254037844386,0.5000000000000001,0.0,8.0,60.0,4.0,55.625
2022-03-04 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.9,56.0,6.0,59.02
2022-03-04 06:00:00,1.0,6.123233995736766e-17,0.0,7.2,64.0,2.0,76.4225
2022-03-04 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.2,63.0,4.0,106.5225
2022-03-04 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.2,64.0,3.0,106.255
2022-03-04 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.6,57.0,2.0,99.76
2022-03-04 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.1,70.0,3.0,94.085
2022-03-04 11:00:00,0.258819045102521,-0.9659258262890682,0.0,10.0,69.0,6.0,89.465
2022-03-04 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.4,61.0,13.0,90.27
2022-03-04 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.1,65.0,14.0,90.1775
2022-03-04 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.3,59.0,13.0,87.135
2022-03-04 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.7,71.0,10.0,83.585
2022-03-04 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.7,78.0,12.0,81.595
2022-03-04 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,10.8,80.0,10.0,83.6025
2022-03-04 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.5,86.0,10.0,88.3075
2022-03-04 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,10.3,84.0,3.0,93.4625
2022-03-04 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.5,77.0,2.0,95.89
2022-03-04 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.9,81.0,4.0,87.155
2022-03-04 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.6,79.0,1.0,76.8675
2022-03-04 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.7,83.0,3.0,69.5675
2022-03-05 00:00:00,0.0,1.0,0.0,10.4,79.0,4.0,67.3725
2022-03-05 01:00:00,0.25881904510252074,0.9659258262890683,0.0,10.9,78.0,4.0,
2022-03-05 02:00:00,0.49999999999999994,0.8660254037844387,0.0,11.0,76.0,7.0,
2022-03-05 03:00:00,0.7071067811865476,0.7071067811865476,0.0,10.9,74.0,7.0,
2022-03-05 04:00:00,0.8660254037844386,0.5000000000000001,0.0,10.6,76.0,10.0,56.705
2022-03-05 05:00:00,0.9659258262890683,0.25881904510252074,0.0,10.8,78.0,11.0,59.14
2022-03-05 06:00:00,1.0,6.123233995736766e-17,0.0,10.9,79.0,8.0,76.5875
2022-03-05 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,10.9,79.0,7.0,105.2575
2022-03-05 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,11.0,77.0,7.0,106.4
2022-03-05 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,11.2,75.0,5.0,99.045
2022-03-05 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,10.6,79.0,5.0,94.365
2022-03-05 11:00:00,0.258819045102521,-0.9659258262890682,0.0,10.6,84.0,4.0,88.865
2022-03-05 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.7,82.0,5.0,89.75
2022-03-05 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.6,85.0,8.0,
2022-03-05 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.8,86.0,6.0,
2022-03-05 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,11.0,83.0,10.0,
2022-03-05 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,11.4,78.0,11.0,
2022-03-05 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,11.0,83.0,12.0,
2022-03-05 18:00:00,-1.0,-1.8369701987210297e-16,0.0,11.4,73.0,12.0,
2022-03-05 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,11.0,77.0,8.0,
2022-03-05 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,11.2,73.0,4.0,
2022-03-05 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,11.5,63.0,21.0,
2022-03-05 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.5,66.0,38.0,
2022-03-05 23:00:00,-0.25881904510252157,0.9659258262890681,1.2,6.6,81.0,58.0,
2022-03-06 00:00:00,0.0,1.0,3.1,6.1,84.0,59.0,
2022-03-06 01:00:00,0.25881904510252074,0.9659258262890683,0.2,6.3,74.0,53.0,
2022-03-06 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.5,62.0,55.0,
2022-03-06 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.2,60.0,59.0,
2022-03-06 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.9,62.0,58.0,
2022-03-06 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.5,55.0,61.0,
2022-03-06 06:00:00,1.0,6.123233995736766e-17,0.0,5.2,52.0,58.0,
2022-03-06 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.9,47.0,59.0,
2022-03-06 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.1,45.0,54.0,
2022-03-06 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,5.8,44.0,57.0,
2022-03-06 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,6.1,44.0,54.0,
2022-03-06 11:00:00,0.258819045102521,-0.9659258262890682,0.0,6.4,43.0,55.0,
2022-03-06 12:00:00,1.2246467991473532e-16,-1.0,0.0,6.8,43.0,51.0,
2022-03-06 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.4,39.0,,
2022-03-06 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.7,38.0,,
2022-03-06 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.0,39.0,,
2022-03-06 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,7.8,35.0,,
2022-03-06 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,7.7,36.0,27.0,
2022-03-06 18:00:00,-1.0,-1.8369701987210297e-16,0.0,7.1,38.0,23.0,
2022-03-06 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,6.8,41.0,17.0,
2022-03-06 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.5,43.0,26.0,
2022-03-06 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.3,39.0,21.0,
2022-03-06 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.3,40.0,10.0,
2022-03-06 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.9,40.0,9.0,
2022-03-07 00:00:00,0.0,1.0,0.0,5.6,38.0,12.0,
2022-03-07 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.1,39.0,18.0,
2022-03-07 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.4,38.0,18.0,
2022-03-07 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.9,39.0,18.0,
2022-03-07 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.1,38.0,22.0,
2022-03-07 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.2,40.0,14.0,
2022-03-07 06:00:00,1.0,6.123233995736766e-17,0.0,4.2,39.0,22.0,
2022-03-07 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,3.7,41.0,18.0,
2022-03-07 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,4.9,37.0,12.0,
2022-03-07 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.7,30.0,9.0,
2022-03-07 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,6.8,37.0,6.0,
2022-03-07 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.4,39.0,9.0,
2022-03-07 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.3,39.0,12.0,
2022-03-07 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.4,41.0,10.0,
2022-03-07 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.6,46.0,10.0,
2022-03-07 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.8,49.0,7.0,
2022-03-07 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,8.6,47.0,4.0,
2022-03-07 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.1,46.0,3.0,
2022-03-07 18:00:00,-1.0,-1.8369701987210297e-16,0.0,7.5,50.0,3.0,
2022-03-07 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.6,54.0,3.0,
2022-03-07 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.9,55.0,6.0,
2022-03-07 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.5,58.0,5.0,
2022-03-07 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,5.6,62.0,5.0,
2022-03-07 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.3,63.0,4.0,
2022-03-08 00:00:00,0.0,1.0,0.0,5.4,62.0,5.0,
2022-03-08 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.1,62.0,6.0,
2022-03-08 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.0,65.0,4.0,
2022-03-08 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.7,63.0,5.0,
2022-03-08 04:00:00,0.8660254037844386,0.5000000000000001,0.0,4.7,63.0,5.0,64.19
2022-03-08 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.3,67.0,4.0,58.9475
2022-03-08 06:00:00,1.0,6.123233995736766e-17,0.0,4.1,69.0,4.0,76.65
2022-03-08 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,3.7,69.0,4.0,104.305
2022-03-08 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.2,61.0,5.0,106.7075
2022-03-08 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.7,60.0,3.0,100.88
2022-03-08 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.3,61.0,6.0,96.245
2022-03-08 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.1,54.0,9.0,91.83
2022-03-08 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.0,60.0,13.0,91.7025
2022-03-08 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.3,63.0,12.0,92.4625
2022-03-08 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.0,65.0,11.0,88.44
2022-03-08 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.4,70.0,13.0,84.115
2022-03-08 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.4,66.0,13.0,81.06
2022-03-08 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.7,64.0,10.0,83.505
2022-03-08 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.3,71.0,8.0,88.515
2022-03-08 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.3,65.0,4.0,95.0875
2022-03-08 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.5,69.0,6.0,97.405
2022-03-08 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.9,72.0,6.0,85.3375
2022-03-08 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.7,73.0,4.0,76.1525
2022-03-08 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.0,52.0,6.0,69.0875
2022-03-09 00:00:00,0.0,1.0,0.0,9.0,49.0,13.0,63.09
2022-03-09 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.5,51.0,23.0,56.4825
2022-03-09 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.9,52.0,33.0,55.18
2022-03-09 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.5,54.0,40.0,54.445
2022-03-09 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.1,53.0,41.0,54.99
2022-03-09 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.0,56.0,45.0,58.415
2022-03-09 06:00:00,1.0,6.123233995736766e-17,0.0,6.5,57.0,42.0,74.5775
2022-03-09 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.3,57.0,37.0,103.0975
2022-03-09 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.7,55.0,38.0,106.665
2022-03-09 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.3,54.0,39.0,98.7625
2022-03-09 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.2,51.0,39.0,93.86
2022-03-09 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.2,46.0,28.0,88.9425
2022-03-09 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.6,40.0,28.0,91.025
2022-03-09 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.6,40.0,26.0,91.2425
