Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA H (L/s)
2022-03-07 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.4,41.0,10.0,
2022-03-07 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.6,46.0,10.0,
2022-03-07 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.8,49.0,7.0,
2022-03-07 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,8.6,47.0,4.0,
2022-03-07 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.1,46.0,3.0,
2022-03-07 18:00:00,-1.0,-1.8369701987210297e-16,0.0,7.5,50.0,3.0,
2022-03-07 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.6,54.0,3.0,
2022-03-07 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.9,55.0,6.0,
2022-03-07 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.5,58.0,5.0,
2022-03-07 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,5.6,62.0,5.0,
2022-03-07 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.3,63.0,4.0,
2022-03-08 00:00:00,0.0,1.0,0.0,5.4,62.0,5.0,
2022-03-08 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.1,62.0,6.0,
2022-03-08 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.0,65.0,4.0,
2022-03-08 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.7,63.0,5.0,
2022-03-08 04:00:00,0.8660254037844386,0.5000000000000001,0.0,4.7,63.0,5.0,13.54
2022-03-08 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.3,67.0,4.0,11.815
2022-03-08 06:00:00,1.0,6.123233995736766e-17,0.0,4.1,69.0,4.0,16.44
2022-03-08 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,3.7,69.0,4.0,24.5575
2022-03-08 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.2,61.0,5.0,28.72
2022-03-08 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.7,60.0,3.0,27.64
2022-03-08 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.3,61.0,6.0,26.7625
2022-03-08 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.1,54.0,9.0,24.265
2022-03-08 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.0,60.0,13.0,24.9725
2022-03-08 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.3,63.0,12.0,25.2075
2022-03-08 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.0,65.0,11.0,22.2925
2022-03-08 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.4,70.0,13.0,20.325
2022-03-08 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.4,66.0,13.0,20.885
2022-03-08 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.7,64.0,10.0,20.6625
2022-03-08 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.3,71.0,8.0,22.6425
2022-03-08 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.3,65.0,4.0,23.885
2022-03-08 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.5,69.0,6.0,23.1475
2022-03-08 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.9,72.0,6.0,19.7475
2022-03-08 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.7,73.0,4.0,18.155
2022-03-08 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.0,52.0,6.0,15.1775
2022-03-09 00:00:00,0.0,1.0,0.0,9.0,49.0,13.0,13.8275
2022-03-09 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.5,51.0,23.0,11.8875
2022-03-09 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.9,52.0,33.0,10.9075
2022-03-09 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.5,54.0,40.0,10.7475
2022-03-09 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.1,53.0,41.0,11.315
2022-03-09 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.0,56.0,45.0,12.145
2022-03-09 06:00:00,1.0,6.123233995736766e-17,0.0,6.5,57.0,42.0,16.7075
2022-03-09 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.3,57.0,37.0,25.7325
2022-03-09 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.7,55.0,38.0,29.2925
2022-03-09 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.3,54.0,39.0,27.2225
2022-03-09 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.2,51.0,39.0,25.16
2022-03-09 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.2,46.0,28.0,24.135
2022-03-09 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.6,40.0,28.0,23.6175
2022-03-09 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.6,40.0,26.0,24.625
2022-03-09 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,12.2,41.0,24.0,22.1525
2022-03-09 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,12.4,40.0,27.0,20.895
2022-03-09 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,12.4,38.0,27.0,19.5225
2022-03-09 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,11.8,41.0,29.0,19.92
2022-03-09 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.7,45.0,33.0,22.775
2022-03-09 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.9,45.0,35.0,23.155
2022-03-09 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.3,48.0,35.0,22.6175
2022-03-09 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.0,46.0,40.0,20.6975
2022-03-09 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.7,47.0,40.0,18.1575
2022-03-09 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.5,48.0,41.0,15.75
2022-03-10 00:00:00,0.0,1.0,0.0,7.4,53.0,42.0,13.32
2022-03-10 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.1,53.0,57.0,11.605
2022-03-10 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.0,55.0,51.0,10.8875
2022-03-10 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.7,52.0,41.0,10.94
2022-03-10 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.3,53.0,23.0,10.915
2022-03-10 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.1,48.0,26.0,12.335
2022-03-10 06:00:00,1.0,6.123233995736766e-17,0.0,6.1,48.0,21.0,16.3275
2022-03-10 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.3,53.0,29.0,26.25
2022-03-10 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.1,50.0,33.0,28.9225
2022-03-10 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.1,47.0,37.0,27.0675
2022-03-10 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.1,43.0,34.0,26.4425
2022-03-10 11:00:00,0.258819045102521,-0.9659258262890682,0.0,10.2,41.0,26.0,24.4075
2022-03-10 12:00:00,1.2246467991473532e-16,-1.0,0.0,11.1,36.0,20.0,24.685
2022-03-10 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.5,40.0,17.0,23.79
2022-03-10 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.5,58.0,22.0,22.3975
2022-03-10 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.4,61.0,22.0,21.515
2022-03-10 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.7,57.0,20.0,20.385
2022-03-10 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,10.7,59.0,19.0,20.4975
2022-03-10 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.5,60.0,9.0,22.6725
2022-03-10 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,10.4,61.0,8.0,22.835
2022-03-10 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.9,64.0,6.0,23.0025
2022-03-10 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.6,51.0,6.0,20.6875
2022-03-10 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.3,46.0,6.0,18.4625
2022-03-10 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.9,46.0,13.0,15.725
2022-03-11 00:00:00,0.0,1.0,0.0,9.0,46.0,11.0,13.635
2022-03-11 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.9,45.0,9.0,11.21
2022-03-11 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.3,47.0,5.0,10.8025
2022-03-11 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.6,54.0,5.0,11.0025
2022-03-11 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.2,55.0,4.0,11.3525
2022-03-11 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.4,54.0,5.0,12.2925
2022-03-11 06:00:00,1.0,6.123233995736766e-17,0.0,7.4,54.0,6.0,16.0575
2022-03-11 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,8.1,56.0,4.0,25.26
2022-03-11 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,9.3,49.0,4.0,28.6375
2022-03-11 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,10.0,46.0,7.0,26.9275
2022-03-11 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,10.4,48.0,5.0,26.755
2022-03-11 11:00:00,0.258819045102521,-0.9659258262890682,0.0,10.3,57.0,7.0,25.3325
2022-03-11 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.3,59.0,12.0,27.5925
2022-03-11 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.2,64.0,17.0,29.2175
2022-03-11 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.4,67.0,17.0,23.645
2022-03-11 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.5,72.0,19.0,20.9925
2022-03-11 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,11.4,62.0,15.0,21.405
2022-03-11 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,11.1,65.0,17.0,21.8825
2022-03-11 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.9,70.0,11.0,22.9975
2022-03-11 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,10.8,78.0,6.0,23.0575
2022-03-11 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.2,80.0,8.0,22.9575
2022-03-11 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,10.3,78.0,12.0,20.3475
2022-03-11 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,10.5,69.0,6.0,17.5925
2022-03-11 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,11.3,64.0,5.0,15.055
2022-03-12 00:00:00,0.0,1.0,0.0,11.4,69.0,9.0,13.37
2022-03-12 01:00:00,0.25881904510252074,0.9659258262890683,0.0,11.7,69.0,8.0,11.2475
2022-03-12 02:00:00,0.49999999999999994,0.8660254037844387,0.1,11.2,74.0,10.0,10.4025
2022-03-12 03:00:00,0.7071067811865476,0.7071067811865476,0.1,10.9,79.0,8.0,10.3
2022-03-12 04:00:00,0.8660254037844386,0.5000000000000001,0.3,10.1,87.0,6.0,10.5525
2022-03-12 05:00:00,0.9659258262890683,0.25881904510252074,0.1,10.5,87.0,8.0,11.815
2022-03-12 06:00:00,1.0,6.123233995736766e-17,0.7,10.4,89.0,8.0,16.0675
2022-03-12 07:00:00,0.9659258262890683,-0.25881904510252063,0.2,11.0,84.0,9.0,24.82
2022-03-12 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,11.5,79.0,8.0,26.81
2022-03-12 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,12.0,77.0,5.0,28.1025
2022-03-12 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,11.4,78.0,6.0,26.6575
2022-03-12 11:00:00,0.258819045102521,-0.9659258262890682,0.0,11.5,78.0,7.0,23.86
2022-03-12 12:00:00,1.2246467991473532e-16,-1.0,0.1,11.5,77.0,5.0,24.28
2022-03-12 13:00:00,-0.2588190451025208,-0.9659258262890683,1.1,10.6,89.0,5.0,
2022-03-12 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.9,87.0,6.0,
2022-03-12 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,11.0,85.0,4.0,
2022-03-12 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.9,88.0,5.0,
2022-03-12 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,11.3,86.0,3.0,
2022-03-12 18:00:00,-1.0,-1.8369701987210297e-16,0.0,11.9,84.0,4.0,
2022-03-12 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,11.7,87.0,4.0,
2022-03-12 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,12.1,81.0,7.0,
2022-03-12 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,11.9,79.0,9.0,
2022-03-12 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,11.1,82.0,5.0,
2022-03-12 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,11.0,84.0,6.0,
2022-03-13 00:00:00,0.0,1.0,0.0,11.6,76.0,10.0,
2022-03-13 01:00:00,0.25881904510252074,0.9659258262890683,0.0,11.0,81.0,4.0,
2022-03-13 02:00:00,0.49999999999999994,0.8660254037844387,0.0,11.6,73.0,8.0,
2022-03-13 03:00:00,0.7071067811865476,0.7071067811865476,0.0,11.2,71.0,10.0,
2022-03-13 04:00:00,0.8660254037844386,0.5000000000000001,0.0,10.7,68.0,14.0,
2022-03-13 05:00:00,0.9659258262890683,0.25881904510252074,0.0,10.3,67.0,26.0,
2022-03-13 06:00:00,1.0,6.123233995736766e-17,0.0,10.3,66.0,13.0,
2022-03-13 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,10.3,66.0,15.0,
2022-03-13 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,11.0,66.0,11.0,
2022-03-13 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,11.8,64.0,5.0,
2022-03-13 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,12.0,66.0,6.0,
2022-03-13 11:00:00,0.258819045102521,-0.9659258262890682,0.0,11.7,77.0,7.0,
2022-03-13 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.4,93.0,14.0,
2022-03-13 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.4,86.0,12.0,
2022-03-13 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.7,92.0,14.0,
2022-03-13 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,8.9,97.0,18.0,
2022-03-13 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.8,97.0,11.0,
2022-03-13 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,10.6,85.0,5.0,
2022-03-13 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.4,87.0,4.0,
2022-03-13 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,10.1,89.0,3.0,
2022-03-13 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.0,91.0,4.0,
2022-03-13 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,11.5,77.0,7.0,
2022-03-13 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,11.6,71.0,14.0,
2022-03-13 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,11.9,73.0,15.0,
2022-03-14 00:00:00,0.0,1.0,0.0,11.8,68.0,10.0,
2022-03-14 01:00:00,0.25881904510252074,0.9659258262890683,0.0,12.3,58.0,12.0,
2022-03-14 02:00:00,0.49999999999999994,0.8660254037844387,0.0,11.8,63.0,12.0,
2022-03-14 03:00:00,0.7071067811865476,0.7071067811865476,0.0,11.5,68.0,10.0,
2022-03-14 04:00:00,0.8660254037844386,0.5000000000000001,0.0,11.3,70.0,8.0,
2022-03-14 05:00:00,0.9659258262890683,0.25881904510252074,0.0,11.4,67.0,9.0,
2022-03-14 06:00:00,1.0,6.123233995736766e-17,0.0,11.6,64.0,9.0,
2022-03-14 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,11.7,64.0,13.0,
2022-03-14 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,12.0,63.0,14.0,
2022-03-14 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,12.7,63.0,13.0,
2022-03-14 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,13.3,62.0,12.0,
2022-03-14 11:00:00,0.258819045102521,-0.9659258262890682,0.0,14.0,59.0,13.0,
2022-03-14 12:00:00,1.2246467991473532e-16,-1.0,0.0,12.0,71.0,19.0,
2022-03-14 13:00:00,-0.2588190451025208,-0.9659258262890683,4.2,9.4,78.0,22.0,
2022-03-14 14:00:00,-0.4999999999999997,-0.8660254037844388,5.8,5.6,90.0,42.0,
2022-03-14 15:00:00,-0.7071067811865471,-0.7071067811865479,5.3,5.6,92.0,33.0,
2022-03-14 16:00:00,-0.8660254037844385,-0.5000000000000004,2.8,5.6,82.0,17.0,
2022-03-14 17:00:00,-0.9659258262890683,-0.25881904510252063,0.8,6.5,76.0,23.0,
2022-03-14 18:00:00,-1.0,-1.8369701987210297e-16,0.0,7.5,66.0,18.0,
2022-03-14 19:00:00,-0.9659258262890684,0.2588190451025203,0.1,7.9,60.0,18.0,
2022-03-14 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.2,60.0,20.0,
2022-03-14 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.8,66.0,12.0,
2022-03-14 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.2,71.0,12.0,
2022-03-14 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.2,69.0,23.0,
2022-03-15 00:00:00,0.0,1.0,0.0,7.3,66.0,11.0,
2022-03-15 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.0,70.0,12.0,
2022-03-15 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.4,71.0,8.0,
2022-03-15 03:00:00,0.7071067811865476,0.7071067811865476,0.0,5.2,77.0,5.0,
2022-03-15 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.0,81.0,6.0,
2022-03-15 05:00:00,0.9659258262890683,0.25881904510252074,0.0,4.6,81.0,9.0,
2022-03-15 06:00:00,1.0,6.123233995736766e-17,0.0,4.5,84.0,8.0,22.6075
2022-03-15 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,5.1,78.0,5.0,23.87
2022-03-15 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.0,75.0,6.0,27.6325
2022-03-15 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.5,72.0,3.0,27.715
2022-03-15 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.4,72.0,5.0,26.5525
2022-03-15 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.6,70.0,6.0,24.5025
2022-03-15 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.2,67.0,9.0,24.985
2022-03-15 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.6,67.0,11.0,24.8425
2022-03-15 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.0,61.0,7.0,23.765
2022-03-15 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.3,64.0,9.0,20.6775
2022-03-15 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.0,63.0,7.0,20.5975
2022-03-15 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.5,57.0,4.0,21.22
2022-03-15 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.5,57.0,6.0,
2022-03-15 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.2,64.0,7.0,
2022-03-15 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.3,60.0,7.0,
2022-03-15 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,8.0,52.0,7.0,
2022-03-15 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.4,59.0,5.0,
2022-03-15 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.4,53.0,4.0,
2022-03-16 00:00:00,0.0,1.0,0.0,6.8,64.0,3.0,
2022-03-16 01:00:00,0.25881904510252074,0.9659258262890683,0.0,6.8,58.0,4.0,
2022-03-16 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.0,66.0,6.0,
2022-03-16 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.9,66.0,4.0,
2022-03-16 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.7,62.0,7.0,
2022-03-16 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.3,60.0,5.0,
2022-03-16 06:00:00,1.0,6.123233995736766e-17,0.0,6.7,63.0,3.0,
2022-03-16 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.0,59.0,5.0,
2022-03-16 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.5,56.0,4.0,26.2975
2022-03-16 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.3,67.0,5.0,25.48
2022-03-16 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.0,68.0,5.0,30.125
2022-03-16 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.3,63.0,6.0,26.8375
2022-03-16 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.1,61.0,4.0,28.0725
2022-03-16 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,10.4,,3.0,24.74
2022-03-16 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.3,,4.0,22.4075
2022-03-16 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.8,,5.0,20.7125
2022-03-16 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,11.3,65.0,6.0,19.935
2022-03-16 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,11.5,60.0,3.0,20.33
2022-03-16 18:00:00,-1.0,-1.8369701987210297e-16,0.0,11.9,47.0,5.0,21.2675
2022-03-16 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,11.8,36.0,7.0,22.7375
2022-03-16 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,10.3,31.0,11.0,23.8475
2022-03-16 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,10.0,40.0,9.0,20.4225
2022-03-16 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,10.1,29.0,8.0,17.93
2022-03-16 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,10.1,36.0,4.0,14.8875
2022-03-17 00:00:00,0.0,1.0,0.0,10.1,36.0,13.0,12.595
2022-03-17 01:00:00,0.25881904510252074,0.9659258262890683,0.0,9.7,37.0,16.0,11.395
2022-03-17 02:00:00,0.49999999999999994,0.8660254037844387,0.0,9.9,28.0,13.0,10.8725
2022-03-17 03:00:00,0.7071067811865476,0.7071067811865476,0.0,8.3,34.0,10.0,10.825
2022-03-17 04:00:00,0.8660254037844386,0.5000000000000001,0.0,9.0,32.0,10.0,10.835
2022-03-17 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.3,41.0,8.0,11.5025
2022-03-17 06:00:00,1.0,6.123233995736766e-17,0.0,7.2,51.0,6.0,16.625
2022-03-17 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.8,51.0,6.0,23.935
2022-03-17 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.0,47.0,5.0,28.2
2022-03-17 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.1,48.0,3.0,27.52
2022-03-17 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.9,48.0,4.0,
2022-03-17 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.5,48.0,15.0,
2022-03-17 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.8,54.0,16.0,25.195
2022-03-17 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.9,62.0,17.0,25.165
2022-03-17 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,10.0,60.0,19.0,23.04
2022-03-17 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,10.6,55.0,8.0,20.625
2022-03-17 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.5,61.0,8.0,20.39
2022-03-17 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,10.9,41.0,6.0,21.0625
2022-03-17 18:00:00,-1.0,-1.8369701987210297e-16,0.9,9.0,59.0,14.0,22.64
2022-03-17 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,8.3,55.0,18.0,23.2775
2022-03-17 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.9,47.0,10.0,23.3775
2022-03-17 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,8.5,46.0,17.0,20.8225
2022-03-17 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.1,48.0,7.0,17.505
2022-03-17 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.0,50.0,5.0,15.33
2022-03-18 00:00:00,0.0,1.0,0.0,8.1,48.0,19.0,13.5075
2022-03-18 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.5,48.0,23.0,12.3375
2022-03-18 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.9,47.0,18.0,11.31
2022-03-18 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.6,47.0,12.0,10.6325
2022-03-18 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.0,47.0,13.0,11.35
2022-03-18 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.8,55.0,8.0,12.2525
2022-03-18 06:00:00,1.0,6.123233995736766e-17,0.0,5.9,50.0,10.0,16.7875
2022-03-18 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.8,47.0,9.0,24.79
2022-03-18 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.5,43.0,5.0,26.835
2022-03-18 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.7,46.0,4.0,26.735
2022-03-18 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.0,50.0,9.0,25.7225
2022-03-18 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.3,52.0,14.0,25.515
2022-03-18 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.0,45.0,14.0,24.09
2022-03-18 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.8,49.0,19.0,24.8925
2022-03-18 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.0,42.0,17.0,22.16
2022-03-18 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.4,35.0,26.0,21.625
2022-03-18 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.3,41.0,10.0,20.215
2022-03-18 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.1,51.0,22.0,20.4725
2022-03-18 18:00:00,-1.0,-1.8369701987210297e-16,0.0,6.9,57.0,23.0,21.97
2022-03-18 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,6.5,56.0,13.0,23.525
2022-03-18 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,5.8,62.0,14.0,22.215
2022-03-18 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.0,59.0,14.0,21.0025
2022-03-18 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,5.7,58.0,11.0,17.54
2022-03-18 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.3,58.0,8.0,16.095
