Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA G (L/s)
2022-06-22 04:00:00,0.8660254037844386,0.5000000000000001,0.0,26.3,52.0,13.0,14.34
2022-06-22 05:00:00,0.9659258262890683,0.25881904510252074,0.0,26.1,56.0,14.0,16.62
2022-06-22 06:00:00,1.0,6.123233995736766e-17,0.0,26.0,59.0,9.0,25.325
2022-06-22 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,26.2,59.0,11.0,35.2375
2022-06-22 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,26.8,61.0,13.0,34.085
2022-06-22 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,27.6,61.0,12.0,16.09
2022-06-22 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,27.5,62.0,10.0,
2022-06-22 11:00:00,0.258819045102521,-0.9659258262890682,0.0,27.4,61.0,14.0,
2022-06-22 12:00:00,1.2246467991473532e-16,-1.0,0.0,27.3,61.0,17.0,
2022-06-22 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,27.5,58.0,15.0,
2022-06-22 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.5,63.0,17.0,
2022-06-22 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.6,60.0,23.0,
2022-06-22 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.5,64.0,21.0,14.475
2022-06-22 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,28.2,54.0,17.0,26.58
2022-06-22 18:00:00,-1.0,-1.8369701987210297e-16,0.0,28.3,,12.0,29.9025
2022-06-22 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,28.4,,7.0,32.4925
2022-06-22 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,28.1,,10.0,33.895
2022-06-22 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,27.7,56.0,6.0,29.825
2022-06-22 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,27.1,58.0,6.0,25.0975
2022-06-22 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,27.0,49.0,6.0,22.1725
2022-06-23 00:00:00,0.0,1.0,0.0,26.6,49.0,6.0,21.3725
2022-06-23 01:00:00,0.25881904510252074,0.9659258262890683,0.0,26.3,55.0,4.0,
2022-06-23 02:00:00,0.49999999999999994,0.8660254037844387,0.0,25.9,55.0,6.0,
2022-06-23 03:00:00,0.7071067811865476,0.7071067811865476,0.0,25.5,59.0,4.0,
2022-06-23 04:00:00,0.8660254037844386,0.5000000000000001,0.0,25.7,55.0,6.0,
2022-06-23 05:00:00,0.9659258262890683,0.25881904510252074,0.0,25.1,59.0,4.0,
2022-06-23 06:00:00,1.0,6.123233995736766e-17,0.0,25.5,57.0,4.0,
2022-06-23 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,26.2,58.0,4.0,
2022-06-23 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,29.5,50.0,3.0,
2022-06-23 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,27.4,58.0,6.0,
2022-06-23 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,27.2,62.0,9.0,
2022-06-23 11:00:00,0.258819045102521,-0.9659258262890682,0.0,26.8,,10.0,
2022-06-23 12:00:00,1.2246467991473532e-16,-1.0,0.0,26.8,,12.0,
2022-06-23 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,26.8,,10.0,
2022-06-23 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.1,,10.0,
2022-06-23 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.4,76.0,11.0,
2022-06-23 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.7,72.0,13.0,
2022-06-23 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.8,73.0,12.0,
2022-06-23 18:00:00,-1.0,-1.8369701987210297e-16,0.0,27.8,73.0,10.0,
2022-06-23 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,27.8,75.0,5.0,
2022-06-23 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,27.7,76.0,5.0,
2022-06-23 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,28.0,78.0,7.0,
2022-06-23 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,28.4,68.0,15.0,
2022-06-23 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,28.5,59.0,12.0,
2022-06-24 00:00:00,0.0,1.0,0.0,27.6,70.0,6.0,
2022-06-24 01:00:00,0.25881904510252074,0.9659258262890683,0.0,26.9,73.0,4.0,
2022-06-24 02:00:00,0.49999999999999994,0.8660254037844387,0.0,26.6,69.0,5.0,
2022-06-24 03:00:00,0.7071067811865476,0.7071067811865476,0.0,26.2,69.0,4.0,
2022-06-24 04:00:00,0.8660254037844386,0.5000000000000001,0.0,25.7,67.0,5.0,
2022-06-24 05:00:00,0.9659258262890683,0.25881904510252074,0.0,25.8,65.0,4.0,
2022-06-24 06:00:00,1.0,6.123233995736766e-17,0.0,25.6,62.0,5.0,
2022-06-24 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,26.1,56.0,4.0,
2022-06-24 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,26.8,57.0,3.0,
2022-06-24 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,27.0,61.0,5.0,
2022-06-24 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,26.8,72.0,11.0,
2022-06-24 11:00:00,0.258819045102521,-0.9659258262890682,0.0,27.0,73.0,12.0,
2022-06-24 12:00:00,1.2246467991473532e-16,-1.0,0.0,26.8,79.0,11.0,
2022-06-24 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,27.0,77.0,10.0,25.8675
2022-06-24 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.0,75.0,9.0,22.695
2022-06-24 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.2,77.0,9.0,21.9825
2022-06-24 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.5,77.0,8.0,23.115
2022-06-24 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.5,77.0,9.0,24.6975
2022-06-24 18:00:00,-1.0,-1.8369701987210297e-16,0.0,28.4,74.0,8.0,27.235
2022-06-24 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,27.9,77.0,10.0,33.045
2022-06-24 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,28.1,74.0,9.0,32.995
2022-06-24 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,29.4,,5.0,28.485
2022-06-24 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,29.4,52.0,12.0,25.53
2022-06-24 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,28.8,52.0,11.0,22.3775
2022-06-25 00:00:00,0.0,1.0,0.0,27.3,74.0,25.0,18.4325
2022-06-25 01:00:00,0.25881904510252074,0.9659258262890683,0.0,27.0,76.0,14.0,17.6775
2022-06-25 02:00:00,0.49999999999999994,0.8660254037844387,0.0,28.1,,24.0,15.275
2022-06-25 03:00:00,0.7071067811865476,0.7071067811865476,0.0,27.1,52.0,24.0,14.015
2022-06-25 04:00:00,0.8660254037844386,0.5000000000000001,0.0,26.8,49.0,15.0,14.7725
2022-06-25 05:00:00,0.9659258262890683,0.25881904510252074,0.0,25.3,50.0,10.0,18.1475
2022-06-25 06:00:00,1.0,6.123233995736766e-17,0.0,24.9,56.0,9.0,24.0875
2022-06-25 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,24.7,52.0,10.0,34.47
2022-06-25 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,25.0,57.0,9.0,37.745
2022-06-25 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,25.1,60.0,14.0,32.985
2022-06-25 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,25.4,57.0,12.0,28.33
2022-06-25 11:00:00,0.258819045102521,-0.9659258262890682,0.0,25.2,60.0,9.0,27.27
2022-06-25 12:00:00,1.2246467991473532e-16,-1.0,0.0,25.4,57.0,12.0,27.785
2022-06-25 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,25.6,55.0,23.0,26.73
2022-06-25 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,25.4,60.0,22.0,24.215
2022-06-25 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,25.2,62.0,22.0,23.2275
2022-06-25 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,25.5,60.0,19.0,23.9675
2022-06-25 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,25.9,59.0,16.0,26.0225
2022-06-25 18:00:00,-1.0,-1.8369701987210297e-16,0.0,26.2,57.0,12.0,27.53
2022-06-25 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,26.2,55.0,9.0,31.655
2022-06-25 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,26.2,52.0,9.0,29.015
2022-06-25 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,26.7,45.0,3.0,26.5075
2022-06-25 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,26.0,,5.0,23.495
2022-06-25 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,25.4,,6.0,20.9875
2022-06-26 00:00:00,0.0,1.0,0.0,24.8,,5.0,17.68
2022-06-26 01:00:00,0.25881904510252074,0.9659258262890683,0.0,24.0,57.0,7.0,16.7575
2022-06-26 02:00:00,0.49999999999999994,0.8660254037844387,0.0,24.4,60.0,7.0,15.6675
2022-06-26 03:00:00,0.7071067811865476,0.7071067811865476,0.0,23.6,60.0,9.0,16.2
2022-06-26 04:00:00,0.8660254037844386,0.5000000000000001,0.0,23.6,53.0,8.0,16.2725
2022-06-26 05:00:00,0.9659258262890683,0.25881904510252074,0.0,23.6,52.0,12.0,18.1925
2022-06-26 06:00:00,1.0,6.123233995736766e-17,0.0,23.0,54.0,18.0,21.4975
2022-06-26 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,23.7,52.0,23.0,27.99
2022-06-26 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,25.2,49.0,20.0,35.395
2022-06-26 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,26.4,45.0,22.0,35.3925
2022-06-26 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,27.7,41.0,16.0,32.1725
2022-06-26 11:00:00,0.258819045102521,-0.9659258262890682,0.0,27.6,46.0,12.0,29.3175
2022-06-26 12:00:00,1.2246467991473532e-16,-1.0,0.0,27.5,46.0,15.0,27.5075
2022-06-26 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,27.6,46.0,14.0,27.39
2022-06-26 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.4,48.0,16.0,22.77
2022-06-26 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.6,52.0,20.0,22.9875
2022-06-26 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.5,52.0,20.0,22.7125
2022-06-26 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.8,53.0,18.0,26.4525
2022-06-26 18:00:00,-1.0,-1.8369701987210297e-16,0.0,27.8,52.0,16.0,31.285
2022-06-26 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,27.8,55.0,15.0,32.0875
2022-06-26 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,27.7,55.0,13.0,32.14
2022-06-26 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,27.2,60.0,8.0,25.95
2022-06-26 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,27.1,60.0,4.0,22.83
2022-06-26 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,26.2,62.0,6.0,22.6025
2022-06-27 00:00:00,0.0,1.0,0.0,25.8,62.0,6.0,19.965
2022-06-27 01:00:00,0.25881904510252074,0.9659258262890683,0.0,25.7,62.0,5.0,17.595
2022-06-27 02:00:00,0.49999999999999994,0.8660254037844387,0.0,25.5,62.0,5.0,14.82
2022-06-27 03:00:00,0.7071067811865476,0.7071067811865476,0.0,25.3,57.0,5.0,15.7775
2022-06-27 04:00:00,0.8660254037844386,0.5000000000000001,0.0,25.6,55.0,7.0,15.3675
2022-06-27 05:00:00,0.9659258262890683,0.25881904510252074,0.0,25.0,53.0,6.0,17.285
2022-06-27 06:00:00,1.0,6.123233995736766e-17,0.0,25.1,53.0,8.0,23.0075
2022-06-27 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,24.8,52.0,14.0,23.2975
2022-06-27 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,26.1,48.0,9.0,30.1525
2022-06-27 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,28.0,46.0,4.0,33.9225
2022-06-27 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,28.3,46.0,6.0,32.58
2022-06-27 11:00:00,0.258819045102521,-0.9659258262890682,0.0,28.2,45.0,10.0,29.425
2022-06-27 12:00:00,1.2246467991473532e-16,-1.0,0.0,27.4,56.0,15.0,27.55
2022-06-27 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,27.3,,13.0,26.9025
2022-06-27 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,27.7,59.0,13.0,24.12
2022-06-27 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.7,61.0,12.0,22.6075
2022-06-27 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.9,60.0,12.0,23.235
2022-06-27 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,28.0,63.0,10.0,25.2925
2022-06-27 18:00:00,-1.0,-1.8369701987210297e-16,0.0,28.1,63.0,14.0,30.4375
2022-06-27 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,28.0,62.0,14.0,32.55
2022-06-27 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,27.8,64.0,9.0,34.06
2022-06-27 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,27.6,65.0,5.0,28.645
2022-06-27 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,27.5,56.0,5.0,26.375
2022-06-27 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,27.1,53.0,8.0,24.005
2022-06-28 00:00:00,0.0,1.0,0.0,26.6,54.0,5.0,19.07
2022-06-28 01:00:00,0.25881904510252074,0.9659258262890683,0.0,26.2,46.0,5.0,18.2675
2022-06-28 02:00:00,0.49999999999999994,0.8660254037844387,0.0,25.8,47.0,5.0,15.515
2022-06-28 03:00:00,0.7071067811865476,0.7071067811865476,0.0,24.9,55.0,4.0,17.1825
2022-06-28 04:00:00,0.8660254037844386,0.5000000000000001,0.0,24.6,51.0,5.0,17.2275
2022-06-28 05:00:00,0.9659258262890683,0.25881904510252074,0.0,24.4,58.0,4.0,20.685
2022-06-28 06:00:00,1.0,6.123233995736766e-17,0.0,24.2,57.0,4.0,26.58
2022-06-28 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,24.9,56.0,5.0,35.3525
2022-06-28 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,27.2,50.0,4.0,36.455
2022-06-28 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,25.9,,8.0,31.85
2022-06-28 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,26.4,,7.0,31.12
2022-06-28 11:00:00,0.258819045102521,-0.9659258262890682,0.0,26.7,,6.0,27.07
2022-06-28 12:00:00,1.2246467991473532e-16,-1.0,0.0,26.9,,9.0,27.045
2022-06-28 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,27.8,,10.0,27.2275
2022-06-28 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,28.7,,9.0,23.555
2022-06-28 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,28.6,,12.0,23.2825
2022-06-28 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,28.9,47.0,11.0,23.5825
2022-06-28 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,28.9,48.0,12.0,24.9025
2022-06-28 18:00:00,-1.0,-1.8369701987210297e-16,0.0,28.9,,8.0,28.43
2022-06-28 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,28.8,,6.0,32.5475
2022-06-28 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,29.1,44.0,5.0,32.65
2022-06-28 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,28.5,46.0,5.0,23.2475
2022-06-28 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,27.9,52.0,5.0,
2022-06-28 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,27.3,46.0,7.0,
2022-06-29 00:00:00,0.0,1.0,0.0,26.6,49.0,7.0,
2022-06-29 01:00:00,0.25881904510252074,0.9659258262890683,0.0,26.1,49.0,6.0,
2022-06-29 02:00:00,0.49999999999999994,0.8660254037844387,0.0,26.2,49.0,4.0,
2022-06-29 03:00:00,0.7071067811865476,0.7071067811865476,0.0,25.9,53.0,4.0,
2022-06-29 04:00:00,0.8660254037844386,0.5000000000000001,0.0,25.4,53.0,4.0,
2022-06-29 05:00:00,0.9659258262890683,0.25881904510252074,0.0,25.4,54.0,4.0,
2022-06-29 06:00:00,1.0,6.123233995736766e-17,0.0,25.8,51.0,5.0,
2022-06-29 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,27.0,47.0,4.0,
2022-06-29 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,28.3,40.0,9.0,
2022-06-29 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,29.7,34.0,8.0,
2022-06-29 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,29.7,35.0,14.0,
2022-06-29 11:00:00,0.258819045102521,-0.9659258262890682,0.0,29.2,40.0,14.0,
2022-06-29 12:00:00,1.2246467991473532e-16,-1.0,0.0,28.3,52.0,15.0,
2022-06-29 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,28.0,59.0,20.0,
2022-06-29 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,28.2,64.0,15.0,
2022-06-29 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.9,71.0,18.0,
2022-06-29 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.9,70.0,22.0,
2022-06-29 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,29.1,60.0,22.0,
2022-06-29 18:00:00,-1.0,-1.8369701987210297e-16,0.0,28.8,62.0,18.0,
2022-06-29 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,29.7,55.0,13.0,
2022-06-29 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,28.4,69.0,12.0,
2022-06-29 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,27.8,71.0,16.0,
2022-06-29 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,28.0,73.0,9.0,
2022-06-29 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,28.5,49.0,10.0,
2022-06-30 00:00:00,0.0,1.0,0.2,27.9,54.0,10.0,
2022-06-30 01:00:00,0.25881904510252074,0.9659258262890683,0.0,28.0,52.0,8.0,
2022-06-30 02:00:00,0.49999999999999994,0.8660254037844387,0.0,27.1,56.0,11.0,
2022-06-30 03:00:00,0.7071067811865476,0.7071067811865476,0.0,26.3,65.0,13.0,
2022-06-30 04:00:00,0.8660254037844386,0.5000000000000001,0.0,26.0,64.0,14.0,
2022-06-30 05:00:00,0.9659258262890683,0.25881904510252074,0.0,25.6,67.0,12.0,21.1325
2022-06-30 06:00:00,1.0,6.123233995736766e-17,0.0,25.0,68.0,10.0,26.71
2022-06-30 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,25.6,65.0,11.0,35.52
2022-06-30 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,25.9,61.0,12.0,36.18
2022-06-30 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,26.2,58.0,13.0,31.5475
2022-06-30 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,26.7,54.0,12.0,30.025
2022-06-30 11:00:00,0.258819045102521,-0.9659258262890682,0.0,26.7,52.0,13.0,27.7025
2022-06-30 12:00:00,1.2246467991473532e-16,-1.0,0.0,26.3,60.0,16.0,27.1
2022-06-30 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,26.3,59.0,18.0,25.585
2022-06-30 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,26.4,58.0,16.0,22.7825
2022-06-30 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,27.1,56.0,18.0,21.785
2022-06-30 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,27.3,48.0,27.0,22.905
2022-06-30 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,27.8,50.0,20.0,24.3125
2022-06-30 18:00:00,-1.0,-1.8369701987210297e-16,0.0,28.2,46.0,20.0,24.9825
2022-06-30 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,28.1,49.0,24.0,33.075
2022-06-30 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,27.9,49.0,26.0,33.935
2022-06-30 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,27.2,50.0,22.0,30.96
2022-06-30 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,26.6,52.0,14.0,26.7275
2022-06-30 23:00:00,-0.25881904510252157,0.9659258262890681,1.4,24.7,59.0,15.0,21.675
2022-07-01 00:00:00,0.0,1.0,1.5,22.9,68.0,16.0,17.75
2022-07-01 01:00:00,0.25881904510252074,0.9659258262890683,0.0,23.5,66.0,15.0,18.0125
2022-07-01 02:00:00,0.49999999999999994,0.8660254037844387,0.0,23.6,63.0,8.0,14.425
2022-07-01 03:00:00,0.7071067811865476,0.7071067811865476,0.0,23.3,60.0,9.0,13.6275
2022-07-01 04:00:00,0.8660254037844386,0.5000000000000001,0.0,23.4,57.0,9.0,14.535
2022-07-01 05:00:00,0.9659258262890683,0.25881904510252074,0.0,22.4,60.0,18.0,17.995
2022-07-01 06:00:00,1.0,6.123233995736766e-17,0.0,22.8,59.0,13.0,23.93
2022-07-01 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,23.9,52.0,9.0,30.3575
2022-07-01 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,24.6,51.0,14.0,33.615
2022-07-01 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,25.5,51.0,15.0,28.48
2022-07-01 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,26.3,52.0,15.0,25.385
2022-07-01 11:00:00,0.258819045102521,-0.9659258262890682,0.0,26.8,54.0,9.0,25.0075
2022-07-01 12:00:00,1.2246467991473532e-16,-1.0,0.0,25.7,71.0,17.0,22.72
2022-07-01 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,25.9,59.0,21.0,23.745
2022-07-01 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,25.0,54.0,18.0,22.68
2022-07-01 15:00:00,-0.7071067811865471,-0.7071067811865479,4.4,20.2,71.0,29.0,21.32
2022-07-01 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,22.7,64.0,28.0,22.335
2022-07-01 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,24.4,56.0,33.0,22.445
2022-07-01 18:00:00,-1.0,-1.8369701987210297e-16,0.0,25.2,51.0,26.0,24.1
2022-07-01 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,25.1,47.0,26.0,27.695
2022-07-01 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,25.1,50.0,31.0,27.6675
2022-07-01 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,24.7,50.0,34.0,25.1875
2022-07-01 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,23.4,53.0,31.0,23.525
2022-07-01 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,23.9,46.0,24.0,20.4625
2022-07-02 00:00:00,0.0,1.0,0.0,24.1,47.0,27.0,17.1125
2022-07-02 01:00:00,0.25881904510252074,0.9659258262890683,0.0,23.6,50.0,31.0,17.74
2022-07-02 02:00:00,0.49999999999999994,0.8660254037844387,0.0,23.4,46.0,27.0,15.1075
2022-07-02 03:00:00,0.7071067811865476,0.7071067811865476,0.0,22.9,45.0,15.0,
2022-07-02 04:00:00,0.8660254037844386,0.5000000000000001,0.0,22.9,45.0,9.0,16.08
2022-07-02 05:00:00,0.9659258262890683,0.25881904510252074,0.0,22.5,46.0,8.0,18.795
2022-07-02 06:00:00,1.0,6.123233995736766e-17,0.0,22.2,47.0,6.0,24.1
2022-07-02 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,22.3,46.0,10.0,29.255
2022-07-02 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,22.4,48.0,11.0,29.395
2022-07-02 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,22.6,49.0,16.0,29.235
2022-07-02 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,23.3,47.0,17.0,26.3775
2022-07-02 11:00:00,0.258819045102521,-0.9659258262890682,0.0,25.5,38.0,14.0,25.3075
2022-07-02 12:00:00,1.2246467991473532e-16,-1.0,0.0,26.1,35.0,12.0,24.0225
2022-07-02 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,25.6,44.0,12.0,24.7775
2022-07-02 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,25.5,51.0,17.0,23.0025
2022-07-02 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,25.8,53.0,19.0,21.955
2022-07-02 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,26.0,53.0,17.0,22.1325
2022-07-02 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,26.1,49.0,13.0,24.8725
2022-07-02 18:00:00,-1.0,-1.8369701987210297e-16,0.0,26.3,51.0,12.0,26.9675
2022-07-02 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,26.6,48.0,11.0,28.635
2022-07-02 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,26.6,45.0,7.0,28.415
2022-07-02 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,26.0,53.0,4.0,24.875
2022-07-02 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,25.4,44.0,13.0,20.515
2022-07-02 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,24.9,45.0,12.0,23.56
2022-07-03 00:00:00,0.0,1.0,0.0,24.2,48.0,9.0,19.02
2022-07-03 01:00:00,0.25881904510252074,0.9659258262890683,0.0,24.0,50.0,11.0,17.3375
2022-07-03 02:00:00,0.49999999999999994,0.8660254037844387,0.0,23.7,49.0,11.0,15.5025
2022-07-03 03:00:00,0.7071067811865476,0.7071067811865476,0.0,23.4,51.0,9.0,14.55
2022-07-03 04:00:00,0.8660254037844386,0.5000000000000001,0.0,22.9,53.0,9.0,14.2125
2022-07-03 05:00:00,0.9659258262890683,0.25881904510252074,0.0,22.3,55.0,10.0,18.9725
2022-07-03 06:00:00,1.0,6.123233995736766e-17,0.0,21.9,57.0,9.0,23.33
2022-07-03 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,22.7,54.0,10.0,26.9125
2022-07-03 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,24.5,50.0,10.0,31.535
2022-07-03 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,26.2,45.0,7.0,33.8175
2022-07-03 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,27.5,42.0,6.0,30.5225
2022-07-03 11:00:00,0.258819045102521,-0.9659258262890682,0.0,25.8,,12.0,27.9575
2022-07-03 12:00:00,1.2246467991473532e-16,-1.0,0.0,25.5,57.0,20.0,25.9475
2022-07-03 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,25.6,63.0,21.0,26.535
2022-07-03 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,25.9,61.0,18.0,24.4875
